335,23925.322 
336,26605.703 
337,23386.320 
338,22170.180 
339,36745.613 
340,20085.555 
341,22656.738 
342,28760.883 
343,24771.719 
344,37104.203 
345,29502.031 
346,21778.285 
347,20930.430 
348,25461.559 
349,20414.357 
350,25674.355 
351,25583.527 
352,20499.391 
353,19249.051 
354,30443.039 
355,24658.207 
356,25638.770 
357,31739.922 
358,29974.158 
359,27772.701 
360,31027.855 
361,21958.719 
362,25349.871 
363,33411.312 
364,25631.039 
365,37438.961 
366,27030.355 
367,29666.934 
368,22563.520 
369,22722.246 
370,31867.100 
371,23977.770 
372,21302.000 
373,23995.230 
374,24956.965 
375,22483.393 
376,36396.742 
377,21034.230 
378,21201.367 
379,30736.895 
380,25389.566 
381,30873.949 
382,33738.621 
383,25782.219 
384,32078.984 
385,33222.746 
386,35115.703 
387,41140.375 
388,54523.098 
389,29733.281 
390,29115.340 
391,33751.555 
392,19980.293 
393,23011.248 
394,24287.670 
395,34725.012 
396,28512.295 
397,22894.141 
398,24597.357 
399,41264.727 
400,22812.422 
401,20911.779 
402,24225.893 
403,30409.223 
404,31586.914 
405,14658.098 
406,21337.082 
407,19132.949 
408,22599.742 
409,19960.455 
410,38661.848 
411,24832.971 
412,17508.383 
413,22089.617 
414,28790.465 
415,17919.441 
416,22422.941 
417,22543.260 
418,20359.395 
419,35786.375 
420,36951.852 
421,27049.246 
422,32843.723 
423,19449.629 
424,23082.121 
425,28984.115 
426,14141.112 
427,16760.277 
428,11189.456 
429,16528.020 
430,25863.117 
431,23398.826 
432,27039.527 
433,16444.748 
434,13013.928 
435,16418.729 
436,11936.809 
437,16059.170 
438,22763.547 
439,12853.845 
440,29348.215 
441,10827.610 
442,12880.230 
443,13639.361 
444,18862.820 
445,38282.008 
446,9264.391 
447,12553.947 
448,40271.988 
449,8152.620 
450,13966.019 
451,16393.535 
452,14903.283 
453,20413.918 
454,16477.883 
455,6103.459 
456,31111.703 
457,6852.150 
458,6484.752 
459,30412.613 
460,3679.036 
461,19980.549 
462,3667.829 
463,8457.850 
464,8869.752 
465,54040.355 
466,37391.918 
467,16857.750 
468,21459.873 
469,16957.207 
470,7471.722 
471,52283.312 
472,23836.953 
473,11035.033 
474,5412.157 
475,6680.291 
476,24568.295 
477,5630.755 
478,6109.229 
479,19711.330 
480,20280.818 
481,37093.168 
482,5430.391 
483,9474.697 
484,40646.105 
485,10070.651 
486,3278.097 
487,7521.060 
488,43087.727 
489,15690.135 
490,4906.727 
491,22119.066 
492,19275.488 
493,22062.160 
494,8312.356 
495,25242.090 
496,23628.969 
497,19177.031 
498,15891.772 
499,31609.402 
500,3235.987 
501,16256.020 
502,10794.252 
503,9689.055 
504,23170.922 
505,39753.871 
506,9589.938 
507,31019.105 
508,4623.053 
509,34985.859 
510,17879.934 
511,28580.205 
512,6530.569 
513,33335.516 
514,48096.539 
515,7125.323 
516,34458.281 
517,20127.211 
518,25722.371 
519,16684.627 
520,17691.980 
521,33703.469 
522,3473.720 
523,3509.721 
524,16525.033 
525,16243.720 
526,2920.209 
527,3938.037 
528,15763.055 
529,36645.406 
530,46727.949 
531,28420.385 
532,47879.117 
533,17040.043 
534,16854.252 
535,9459.930 
536,9384.576 
537,22528.488 
538,6573.134 
539,6430.628 
540,8303.411 
541,27794.535 
542,5305.209 
543,4639.856 
544,12913.506 
545,14669.374 
546,18397.379 
547,31427.828 
548,21526.398 
549,20451.736 
550,28485.051 
551,16569.242 
552,6285.354 
553,5099.956 
554,38643.293 
555,16569.051 
556,35119.254 
557,6860.312 
558,7376.965 
559,26069.504 
560,22786.422 
561,4154.892 
562,5806.158 
563,38836.605 
564,7897.324 
565,24344.510 
566,21088.422 
567,3033.896 
568,19631.479 
569,17998.244 
570,2163.380 
571,6143.477 
572,12667.771 
573,21643.707 
574,3074.031 
575,5216.038 
576,2432.984 
577,16992.225 
578,20982.896 
579,2447.878 
580,19628.701 
581,3547.197 
582,2325.125 
583,4081.299 
584,2040.422 
585,3192.211 
586,4080.842 
587,9794.097 
588,33637.133 
589,18569.082 
590,12340.195 
591,5602.765 
592,23150.965 
593,3401.012 
594,25068.723 
595,5027.071 
596,5348.390 
597,19373.455 
598,21008.209 
599,13264.515 
600,26270.779 
601,3099.423 
602,3042.952 
603,1925.402 
604,39939.508 
605,20008.037 
606,2798.282 
607,25133.498 
608,18379.809 
609,5988.930 
610,5742.618 
611,37487.629 
612,30214.143 
613,31192.277 
614,17393.309 
615,17625.887 
616,4444.130 
617,11900.561 
618,16562.535 
619,17643.279 
620,22298.721 
621,2753.428 
622,18839.758 
623,35649.098 
624,1931.636 
625,2257.267 
626,17290.910 
627,16939.164 
628,19549.934 
629,32723.680 
630,4211.311 
631,1948.082 
632,10359.018 
633,17642.512 
634,3456.070 
635,17970.162 
636,5612.839 
637,8492.899 
638,17795.629 
639,33065.766 
640,23928.588 
641,10861.342 
642,29114.385 
643,25153.773 
644,34325.145 
645,52122.625 
646,18311.934 
647,18105.668 
648,4176.772 
649,1913.138 
650,22279.615 
651,22641.244 
652,17328.756 
653,22100.312 
654,7670.444 
655,18234.527 
656,21242.107 
657,33566.359 
658,16164.136 
659,33232.844 
660,14341.416 
661,5787.057 
662,17689.391 
663,27132.113 
664,45320.816 
665,8697.352 
666,35671.750 
667,47710.414 
668,4132.383 
669,18716.018 
670,16420.848 
671,14801.381 
672,19885.727 
673,16106.654 
674,29788.021 
675,28311.973 
676,6721.719 
677,2866.632 
678,4682.317 
679,17736.031 
680,3626.604 
681,3699.993 
682,3093.541 
683,8368.573 
684,16368.934 
685,18568.695 
686,48102.051 
687,33230.828 
688,20411.045 
689,21294.994 
690,47010.516 
691,18781.006 
692,44359.551 
693,2130.330 
694,18982.596 
695,13227.933 
696,7871.434 
697,20755.381 
698,32001.643 
699,3011.798 
700,1905.926 
701,9986.020 
702,36091.117 
703,4474.988 
704,8675.290 
705,15757.227 
706,18519.080 
707,3668.812 
708,30010.965 
709,18393.520 
710,14541.353 
711,31095.584 
712,17213.666 
713,4594.270 
714,14766.815 
715,9661.006 
716,32220.412 
717,3359.009 
718,44968.672 
719,16608.623 
720,30833.150 
721,3403.065 
722,33519.555 
723,26981.531 
724,16727.508 
725,5653.444 
726,19631.531 
727,32326.617 
728,5183.546 
729,34732.281 
730,16863.102 
731,18132.301 
732,16974.471 
733,18140.355 
734,31094.055 
735,21812.998 
736,5744.320 
737,4257.400 
738,38320.762 
739,10670.669 
740,18314.133 
741,5118.009 
742,2803.722 
743,19098.068 
744,30343.912 
745,4559.260 
746,19611.170 
747,24959.762 
748,9565.255 
749,8880.370 
750,18436.373 
751,19123.984 
752,32931.660 
753,3123.447 
754,35380.500 
755,11959.920 
756,13946.212 
757,10372.926 
758,19562.428 
759,18825.922 
760,18324.977 
761,3306.462 
762,1832.888 
763,2483.438 
764,19051.607 
765,5217.358 
766,4956.965 
767,2921.195 
768,5654.917 
769,16171.258 
770,3332.190 
771,4251.257 
772,23429.598 
773,3794.319 
774,42673.035 
775,5758.519 
776,15957.881 
777,3847.732 
778,36679.914 
779,33820.621 
780,17378.959 
781,36105.016 
782,33107.203 
783,17881.631 
784,20645.107 
785,1783.439 
786,15196.868 
787,9836.163 
788,2207.623 
789,5077.798 
790,32177.555 
791,3098.657 
792,3953.059 
793,20210.607 
794,2992.575 
795,20499.041 
796,49230.227 
797,4261.454 
798,14092.369 
799,54848.156 
800,17511.846 
801,2974.519 
802,17566.588 
803,18381.965 
804,3055.947 
805,1900.245 
806,25208.146 
807,23314.961 
808,4106.905 
809,19985.232 
810,5088.266 
811,9962.404 
812,20949.785 
813,18237.959 
814,4976.016 
815,16423.354 
816,13749.963 
817,20424.902 
818,18023.258 
819,32439.217 
820,1889.533 
821,32323.688 
822,35153.777 
823,11482.506 
824,37808.934 
825,3709.837 
826,22330.678 
827,3459.589 
828,3089.584 
829,7164.719 
830,16404.650 
831,32402.004 
832,31779.254 
833,17547.357 
834,4057.881 
835,3368.899 
836,42393.344 
837,17847.789 
838,34236.422 
839,19023.145 
840,25291.049 
841,16035.153 
842,29360.752 
843,2195.598 
844,24672.867 
845,16395.148 
846,6505.138 
847,16928.822 
848,17825.309 
849,28255.652 
850,5636.578 
851,2749.479 
852,19210.898 
853,19418.674 
854,32298.977 
855,3884.365 
856,4365.803 
857,22837.438 
858,18535.695 
859,15911.220 
860,11151.217 
861,3482.496 
862,7551.723 
863,26597.271 
864,30458.570 
865,15995.670 
866,3225.127 
867,17562.828 
868,16229.463 
869,18770.227 
870,29670.248 
871,4141.454 
872,35601.074 
873,16110.741 
874,5876.851 
875,19367.877 
876,20146.383 
877,17977.992 
878,20622.998 
879,19346.457 
880,3240.143 
881,31132.184 
882,3545.825 
883,30235.148 
884,30291.969 
885,2772.660 
886,18650.098 
887,3717.536 
888,7926.992 
889,4753.917 
890,8907.053 
891,2371.740 
892,23100.812 
893,17157.600 
894,21494.627 
895,5660.820 
896,20592.549 
897,33968.168 
898,5222.043 
899,19417.822 
900,2398.949 
901,5624.037 
902,2096.622 
903,4598.598 
904,2917.131 
905,2411.253 
906,30927.510 
907,3599.453 
908,2719.969 
909,17168.580 
910,32605.643 
911,4927.364 
912,4606.581 
913,8836.582 
914,5403.481 
915,4034.151 
916,15815.906 
917,1993.054 
918,17096.748 
919,2446.749 
920,4079.394 
921,17098.236 
922,15930.993 
923,44154.410 
924,2214.546 
925,33803.016 
926,9623.037 
927,33724.629 
928,1771.679 
929,16625.500 
930,2686.472 
931,2201.003 
932,55048.375 
933,17188.000 
934,7718.659 
935,6150.770 
936,4441.868 
937,16811.234 
938,18611.430 
939,18230.574 
940,18106.477 
941,6290.023 
942,20018.602 
943,7959.988 
944,18508.777 
945,3999.199 
946,16844.566 
947,51899.496 
948,21672.293 
949,44526.934 
950,3025.691 
951,10497.971 
952,28741.494 
953,4758.366 
954,31167.348 
955,20450.508 
956,30243.875 
957,2064.310 
958,16878.443 
959,31640.561 
960,5464.813 
961,4232.864 
962,3874.052 
963,5376.846 
964,18963.330 
965,16516.908 
966,3342.891 
967,35654.316 
968,4200.905 
969,7321.895 
970,20496.279 
971,4687.271 
972,32771.637 
973,3135.122 
974,6073.631 
975,3297.459 
976,3542.842 
977,43508.801 
978,2600.909 
979,18786.551 
980,32663.344 
981,2475.410 
982,2365.916 
983,41172.766 
984,9208.903 
985,18163.305 
986,35758.266 
987,16773.867 
988,2618.707 
989,15985.602 
990,2864.954 
991,42232.301 
992,16995.994 
993,19049.754 
994,4011.313 
995,20134.729 
996,16798.018 
997,15163.608 
998,3059.233 
999,27875.115 
1000,16906.197 
1001,35949.043 
1002,43839.562 
1003,14767.140 
1004,3822.846 
1005,20660.531 
1006,18721.342 
1007,33418.484 
1008,3029.651 
1009,28288.596 
1010,3165.533 
1011,2894.366 
1012,36152.777 
1013,5608.272 
1014,5496.858 
1015,29614.109 
1016,19176.828 
1017,16170.933 
1018,2928.156 
1019,28536.656 
1020,32109.662 
1021,29919.494 
1022,32121.084 
1023,15811.995 
1024,19622.518 
1025,2992.401 
1026,3083.816 
1027,44024.383 
1028,44152.875 
1029,5400.218 
1030,3653.815 
1031,19908.262 
1032,14727.890 
1033,43737.469 
1034,2580.358 
1035,3919.264 
1036,4817.898 
1037,20311.369 
1038,30797.977 
1039,6862.978 
1040,15930.355 
1041,10699.270 
1042,45341.246 
1043,2541.594 
1044,1708.948 
1045,41164.258 
1046,31448.494 
1047,3951.902 
1048,45049.332 
1049,21242.752 
1050,22839.170 
1051,41559.117 
1052,26132.945 
1053,26171.877 
1054,44698.715 
1055,18650.475 
1056,18660.859 
1057,16581.314 
1058,68536.273 
1059,32999.430 
1060,17331.143 
1061,35129.070 
1062,18225.797 
1063,6089.546 
1064,6761.851 
1065,31537.320 
1066,18343.104 
1067,30320.742 
1068,30272.613 
1069,37051.648 
1070,21183.855 
1071,15609.474 
1072,4048.231 
1073,17439.369 
1074,45330.102 
1075,30515.656 
1076,33045.598 
1077,5468.031 
1078,2859.911 
1079,47825.273 
1080,18591.510 
1081,22960.230 
1082,3703.135 
1083,5839.813 
1084,4570.502 
1085,2497.676 
1086,4136.648 
1087,4925.538 
1088,28717.254 
1089,8942.910 
1090,18633.385 
1091,4422.230 
1092,4037.053 
1093,2717.610 
1094,18951.832 
1095,45721.203 
1096,17467.316 
1097,2950.710 
1098,15945.292 
1099,16986.047 
1100,51097.387 
1101,7824.802 
1102,15178.585 
1103,15604.534 
1104,24710.596 
1105,3103.290 
1106,16805.975 
1107,17243.494 
1108,19608.910 
1109,34319.039 
1110,19434.160 
1111,5992.127 
1112,8384.674 
1113,2626.231 
1114,47539.672 
1115,37324.039 
